id_commune,codeINSEE,communeINSEE,codePostal,latitude_x,longitude_x,departement,id_lieu,nom_lieu,adresse_lieu,commune,code_INSEE_Lieu,type_lieu,longitude_y,latitude_y
468,63003,AMBERT,63600,45.5557839461,3.75625356567,63,5795,Place du Livradois,10 Place du Livradois. 63600 Ambert,AMBERT,63003,Parking,3.745097473,45.54881427
468,63003,AMBERT,63600,45.5557839461,3.75625356567,63,5796,Place Georges Courtial,25 Avenue Georges Clemenceau. 63600 Ambert,AMBERT,63003,Parking,3.740025276,45.55201074
470,49200,LONGUENEE EN ANJOU,49770,47.5607664036,-0.683468497352,49,4394,Aire de covoiturage du Tertre,giratoire nord Déviation de La Membrolle,LONGUENEE EN ANJOU,49200,Aire de covoiturage,-0.678134,47.566618
470,49200,LONGUENEE EN ANJOU,49770,47.5607664036,-0.683468497352,49,4395,Aire de covoiturage du Tertre,giratoire nord Déviation de La Membrolle,LONGUENEE EN ANJOU,49200,Aire de covoiturage,-0.678134,47.566618
486,85076,CUGAND,85610,47.0602388146,-1.25289811103,85,7003,Place de La Mairie,15 Rue du Président Auguste Durand. 85610 Cugand,CUGAND,85076,Aire de covoiturage,-1.2544,47.0656
486,85076,CUGAND,85610,47.0602388146,-1.25289811103,85,7004,Place de La Mairie,15 Rue du Président Auguste Durand. 85610 Cugand,CUGAND,85076,Aire de covoiturage,-1.2544,47.0656
501,3185,MONTLUCON,3100,46.3385883496,2.60390499777,3,96,Parking Saint-Jean,Route de Néris,MONTLUCON,03185,Parking,2.6099707,46.32602626
505,17224,MATHA,17160,45.8637317103,-0.314996278369,17,999,Aire de covoiturage de Matha Rond-Point de l'Europe,6 Rue des Arts. 17160 Matha,MATHA,17224,Aire de covoiturage,-0.305257,45.866659
508,1427,TREVOUX,1600,45.940671655,4.7714415007,1,56,TRÉVOUX - Saint Mamet,"5 rue Robert Baltié, 01600 TRÉVOUX",TREVOUX,01427,Aire de covoiturage,4.768434,45.940257
508,1427,TREVOUX,1600,45.940671655,4.7714415007,1,57,Trévoux - Chantegrillet,Rue de la Montluelde 01600 Trévoux,TREVOUX,01427,Aire de covoiturage,4.780993,45.940813
514,45338,VILLEMANDEUR,45700,47.9830187489,2.70512428321,45,4260,Aire de covoiturage de covoiturage de Villemandeur,53 Avenue de la Libération. 45700 Villemandeur,VILLEMANDEUR,45338,Aire de covoiturage,2.692227022,47.98959126
527,39478,ST CLAUDE,39200,46.408600398,5.87556247635,39,3250,Parking Carnot,23 Rue Carnot. 39200 Saint-Claude,ST CLAUDE,39478,Parking,5.86150113,46.38225345
530,83088,NEOULES,83136,43.2945310996,6.02592739077,83,6879,Aire de covoiturage de Néoules,Giratoire RD554-RD68,NEOULES,83088,Aire de covoiturage,6.007159,43.315089
537,83055,FAYENCE,83440,43.6103345822,6.67843279926,83,6873,Aire de covoiturage des 4 chemins,RD4 giratoire des 4 chemins,FAYENCE,83055,Aire de covoiturage,6.690902,43.597002
543,45315,SULLY SUR LOIRE,45600,47.7526229305,2.35647713689,45,4246,Aire de covoiturage de Sully Sur Loire,8 Route de Gien. 45600 Sully-sur-Loire,SULLY SUR LOIRE,45315,Aire de covoiturage,2.382381368,47.76381959
547,85163,NOIRMOUTIER EN L ILE,85330,47.0086655085,-2.26243620205,85,7081,Aire de covoiturage de L'Etier du Moulin,24 D948. 85330 Noirmoutier-en-l'éle,NOIRMOUTIER EN L ILE,85163,Aire de covoiturage,-2.248,46.9993
547,85163,NOIRMOUTIER EN L ILE,85330,47.0086655085,-2.26243620205,85,7082,Aire de covoiturage de L'Etier du Moulin,24 D948. 85330 Noirmoutier-en-l'éle,NOIRMOUTIER EN L ILE,85163,Aire de covoiturage,-2.248,46.9993
557,85008,AUBIGNY LES CLOUZEAUX,85430,46.6028241769,-1.46743549114,85,6935,Aire de covoiturage de La Landette - Rd160-Rd4 (Aubigny),D160. 85430 Venansault,AUBIGNY LES CLOUZEAUX,85008,Aire de covoiturage,-1.5128,46.6492
557,85008,AUBIGNY LES CLOUZEAUX,85430,46.6028241769,-1.46743549114,85,6936,Aire de covoiturage de La Landette - Rd160-Rd4 (Aubigny),D160. 85430 Venansault,AUBIGNY LES CLOUZEAUX,85008,Aire de covoiturage,-1.5128,46.6492
564,33165,FARGUES ST HILAIRE,33370,44.819815277,-0.439992385579,33,1984,Place Docteur dejean,D936,FARGUES ST HILAIRE,33165,Parking,-0.448803,44.823904
566,17434,SURGERES,17700,46.1044773827,-0.753715269757,17,1173,Aire de covoiturage de Surgéres Route de Rochefort,14B Avenue Saint-Pierre. 17700 Surgéres,SURGERES,17434,Aire de covoiturage,-0.753167,46.103761
567,29039,CONCARNEAU,29900,47.8966260003,-3.90716871821,29,1692,Aire de covoiturage La Boissiére - Coat Conq,Rue de la Forge. 29900 Concarneau,CONCARNEAU,29039,Aire de covoiturage,-3.901725832,47.92190062
574,53250,ST POIX,53540,47.9663369335,-1.04358876565,53,4623,Aire de covoiturage Place de l'église,Place de l'église,ST POIX,53250,Parking,-1.04360055,47.96522028
574,53250,ST POIX,53540,47.9663369335,-1.04358876565,53,4624,Aire de covoiturage Place de l'église,Place de l'église,ST POIX,53250,Parking,-1.04360055,47.96522028
576,47238,ST ANTOINE DE FICALBA,47340,44.1868209409,0.516380488388,47,4299,Aire de covoiturage de Saint-Antoine-de-Ficalba,Sur Le Parking Dans Le Bourg En Face De La Salle Des Fétes.,ST ANTOINE DE FICALBA,47228,Aire de covoiturage,0.718697,44.333672
588,63178,ISSOIRE,63500,45.5455577894,3.24499324643,63,5833,Parking Ibis,4 Avenue du Dr Bienfait. 63500 Issoire,ISSOIRE,63178,Parking,3.270568829,45.55142715
588,63178,ISSOIRE,63500,45.5455577894,3.24499324643,63,5834,Parking Péle Emploi,47B Rue du Huit Mai. 63500 Issoire,ISSOIRE,63178,Parking,3.242664866,45.54377351
588,63178,ISSOIRE,63500,45.5455577894,3.24499324643,63,5835,Parking Rue de L'Union Soviétique,Rue de l'Union Soviétique. 63500 Issoire,ISSOIRE,63178,Parking,3.254863415,45.54487228
590,48027,LE BLEYMARD,48190,44.5107452501,3.74294007436,48,4315,Aire de covoiturage du Bleymard,D901 DANS LE BLEYMARD AU DESSUS DU STADE,LE BLEYMARD,48027,Aire de covoiturage,3.7378247,44.490565
592,29042,CROZON,29160,48.2449715382,-4.49170347769,29,1694,Aire de covoiturage Tal Ar Groas,1 Route de l'Aber. 29160 Crozon,CROZON,29042,Aire de covoiturage,-4.418959835,48.24805282
593,22162,PAIMPOL,22500,48.7733386239,-3.05459397042,22,1263,Aire de covoiturage La Lande Blanche,Giratoire de la Lande Blanche RD786-RD7,PAIMPOL,22162,Aire de covoiturage,-3.041335092,48.76188831
594,83130,SOLLIES PONT,83210,43.1907611248,6.06327697157,83,6882,Aire de covoiturage de Sollies-Pont et Ste Christine,ZA Ste Christine et RD97 et rond point des Andues,SOLLIES PONT,83130,Aire de covoiturage,6.046814,43.206306
602,2B136,LAMA,20218,42.5804431828,9.16621069911,2B,1790,Tesa,Croisement RT30 - RD108,LAMA,2B136,Aire de covoiturage,9.152213863,42.57743681
606,44049,LE CROISIC,44490,47.2922743449,-2.52277844422,44,3605,Parking Chapelle du Crucifix,34 Rue Emmanuel Provost. 44490 Le Croisic,LE CROISIC,44049,Parking,-2.504454,47.283771
606,44049,LE CROISIC,44490,47.2922743449,-2.52277844422,44,3606,Parking Chapelle du Crucifix,34 Rue Emmanuel Provost. 44490 Le Croisic,LE CROISIC,44049,Parking,-2.504454,47.283771
608,2A247,PORTO VECCHIO,20137,41.5924932873,9.25363087024,2A,1761,Gamm Vert,Route de Muratello,PORTO VECCHIO,2A247,Supermarché,9.265822555,41.59812894
613,67180,HAGUENAU,67500,48.8417047695,7.83010404968,67,6138,Parking Cora,1 Route du Rhin. 67500 Haguenau,HAGUENAU,67180,Supermarché,7.838139,48.800628
613,67180,HAGUENAU,67500,48.8417047695,7.83010404968,67,6139,Parking Parc Bellevue,59 Route de Strasbourg. 67500 Haguenau,HAGUENAU,67180,Parking,7.774206,48.806239
616,6084,MOUANS SARTOUX,6370,43.6185304023,6.96494426706,6,156,Parc Relais Giratoire Pénétrante,600 Route de la Roquette. 06370 Mouans-Sartoux,MOUANS SARTOUX,06084,Parking relais,6.967739,43.612562
623,53130,LAVAL,53000,48.0608565468,-0.766005687142,53,4585,Parking Relais La Jaunaie,Avenue de l'Atlantique,LAVAL,53130,Parking relais,-0.79010486,48.05495254
623,53130,LAVAL,53000,48.0608565468,-0.766005687142,53,4586,Parking Relais Octroi,Route de Fougéres,LAVAL,53130,Parking relais,-0.797469,48.08076
623,53130,LAVAL,53000,48.0608565468,-0.766005687142,53,4587,Parking Relais Saint Nicolas,25-31 Rue Albert Einstein,LAVAL,53130,Parking relais,-0.7415266,48.05436989
623,53130,LAVAL,53000,48.0608565468,-0.766005687142,53,4588,Parking Relais Octroi,Route de Fougéres,LAVAL,53130,Parking relais,-0.797469,48.08076
623,53130,LAVAL,53000,48.0608565468,-0.766005687142,53,4589,Parking Relais Saint Nicolas,25-31 Rue Albert Einstein,LAVAL,53130,Parking relais,-0.7415266,48.05436989
623,53130,LAVAL,53000,48.0608565468,-0.766005687142,53,4590,Parking Relais La Jaunaie,Avenue de l'Atlantique,LAVAL,53130,Parking relais,-0.79010486,48.05495254
627,43268,YSSINGEAUX,43200,45.1393761299,4.13104937731,43,3487,Échangeur RN88 Alinhac,Yssingeaux,YSSINGEAUX,43268,Parking,4.13061,45.16146
629,26235,PIERRELATTE,26700,44.3606937732,4.68715113615,26,1417,Parking de la route nationale 7,8575 Route Route Nationale 7. 26700 Pierrelatte,PIERRELATTE,26235,Parking,4.686989,44.332382
629,26235,PIERRELATTE,26700,44.3606937732,4.68715113615,26,1418,Parking du Carrefour Market,La Croix d'or. 26700 Pierrelatte,PIERRELATTE,26235,Supermarché,4.693903,44.361235
630,35037,BREAL SOUS MONTFORT,35310,48.044637167,-1.86571618785,35,2401,Aire de covoiturage Bréal-Sous-Montfort,Les 4 routes,BREAL SOUS MONTFORT,35037,Aire de covoiturage,-1.877751333,48.061167
633,79049,BRESSUIRE,79300,46.8545755683,-0.479375922286,79,6655,Aire de covoiturage de Bocapéle,Zone Bocapéle,BRESSUIRE,79049,Aire de covoiturage,-0.474444444,46.84861111
633,79049,BRESSUIRE,79300,46.8545755683,-0.479375922286,79,6656,Aire de covoiturage de La Fourchette,Giratoire Zone Alphaparc,BRESSUIRE,79049,Aire de covoiturage,-0.530555556,46.845
639,40279,ST PAUL LES DAX,40990,43.7464083139,-1.08127980711,40,3368,Aire RD 947,1087 Avenue Pierre Benoét. Route de Castets. 40990 Saint-Paul-lés-Dax,ST PAUL LES DAX,40279,Parking,-1.056509,43.745171
639,40279,ST PAUL LES DAX,40990,43.7464083139,-1.08127980711,40,3369,Parking avenue Maréchal Foch,1311 Avenue du Maréchal Foch. 40990 Saint-Paul-lés-Dax,ST PAUL LES DAX,40279,Parking,-1.050056,43.734722
652,25462,PONTARLIER,25300,46.9119730882,6.38914602031,25,1362,Espace Pourny,2 Rue Louis Pergaud. 25300 Pontarlier,PONTARLIER,25462,Parking,6.345686992,46.9018666
660,83069,HYERES,83400,43.1018713534,6.18898508469,83,6875,Aire de covoiturage de La Bouverie,La Bouverie giratoire RD12 - RD 29,HYERES,83069,Aire de covoiturage,6.117951,43.173273
661,65286,LOURDES,65100,43.1074297344,-0.0768069387932,65,5982,Aire de covoiturage Boulevard Espagne,4 Impasse Maurice Dezes. 65100 Lourdes,LOURDES,65286,Aire de covoiturage,-0.044235,43.084531
662,15014,AURILLAC,15000,44.9245233686,2.44162453828,15,800,Aire de covoiturage d'Aurillac cété Sansac,RN122. aprés station essence,AURILLAC,15014,Aire de covoiturage,2.420675,44.907396
662,15014,AURILLAC,15000,44.9245233686,2.44162453828,15,801,Aire de covoiturage de Lascanaux,RD120-RD18,AURILLAC,15014,Aire de covoiturage,2.425653,44.930951
681,62765,ST OMER,62500,50.7679781717,2.26334881482,62,5739,Covoiturage Saint-Omer,A26 Sortie 3,ST OMER,62765,Sortie d'autoroute,2.17273618,50.7229756
687,2168,CHATEAU THIERRY,2400,49.0564070801,3.38160004843,2,62,Covoiturage SANEF Château-Thierry,A4 Sortie 20 La Planchette 02400 Bézu-Saint-Germain,CHATEAU THIERRY,02168,Sortie d'autoroute,3.400251563,49.07858266
687,2168,CHATEAU THIERRY,2400,49.0564070801,3.38160004843,2,63,Carrefour Chateau Thierry,37 Avenue d'Essémes. 02400 Chéteau-Thierry,CHATEAU THIERRY,02168,Supermarché,3.387474767,49.0406979
687,2168,CHATEAU THIERRY,2400,49.0564070801,3.38160004843,2,64,Leclerc Chéteau Thierry,12 Rue de la Plaine. 02400 Chéteau-Thierry,CHATEAU THIERRY,02168,Supermarché,3.389779016,49.03736798
690,56041,CLEGUEREC,56480,48.1278326906,-3.0634223364,56,4702,Parking Salle des Fétes,3 Rue des Cerisiers. 56480 Cléguérec,CLEGUEREC,56041,Parking,-3.073162,48.125051
691,44129,PONTCHATEAU,44160,47.433636363,-2.09556089039,44,3817,Aire de covoiturage de La Piscine,16 La Hirtais. 44160 Sainte-Anne-sur-Brivet,PONTCHATEAU,44129,Aire de covoiturage,-2.079436,47.436506
691,44129,PONTCHATEAU,44160,47.433636363,-2.09556089039,44,3818,Le Relais de Beaulieu,Route de Beaulieu le Calvaire. 44160 Pontchéteau,PONTCHATEAU,44129,Parking,-2.127099,47.450061
691,44129,PONTCHATEAU,44160,47.433636363,-2.09556089039,44,3819,Parking covoiturage Pontchéteau,118 Rue Maurice Sambron. 44160 Pontchéteau,PONTCHATEAU,44129,Parking,-2.091136,47.446027
691,44129,PONTCHATEAU,44160,47.433636363,-2.09556089039,44,3820,Aire de covoiturage de La Piscine,16 La Hirtais. 44160 Sainte-Anne-sur-Brivet,PONTCHATEAU,44129,Aire de covoiturage,-2.079436,47.436506
691,44129,PONTCHATEAU,44160,47.433636363,-2.09556089039,44,3821,Parking covoiturage Pontchéteau,118 Rue Maurice Sambron. 44160 Pontchéteau,PONTCHATEAU,44129,Parking,-2.091136,47.446027
691,44129,PONTCHATEAU,44160,47.433636363,-2.09556089039,44,3822,Le Relais de Beaulieu,Route de Beaulieu le Calvaire. 44160 Pontchéteau,PONTCHATEAU,44129,Parking,-2.127099,47.450061
692,21584,SAULIEU,21210,47.2840306915,4.23192469784,21,1238,Aire de covoiturage de Saulieu,22 Rue d'Argentine. 21210 Saulieu,SAULIEU,21584,Aire de covoiturage,4.23087,47.281433
696,49099,CHOLET,49300,47.0454402992,-0.877886189605,49,4375,Aire de covoiturage de Dénia,Giratoire échangeur D160-N249 (Cholet Ouest),CHOLET,49099,Aire de covoiturage,-0.905585,47.035609
696,49099,CHOLET,49300,47.0454402992,-0.877886189605,49,4376,Aire de covoiturage de Dénia,Giratoire échangeur D160-N249 (Cholet Ouest),CHOLET,49099,Aire de covoiturage,-0.905585,47.035609
697,50099,CARENTAN LES MARAIS,50500,49.2963250601,-1.2559215726,50,4471,Aire de Saint-Come du Mont - le Mont,RD 913,CARENTAN LES MARAIS,50099,Aire de covoiturage,-1.264369,49.333654
697,50099,CARENTAN LES MARAIS,50500,49.2963250601,-1.2559215726,50,4472,Aire de Carentan - Blactot,Sortie ZI de Carentan sur RN 174,CARENTAN LES MARAIS,50099,Parking,-1.241577,49.321363
698,56260,VANNES,56000,47.6597493766,-2.75714329498,56,4773,Aire de covoiturage de Atlanville,2 Rue Aristide Boucicaut. 56000 Vannes,VANNES,56260,Aire de covoiturage,-2.789974,47.670669
698,56260,VANNES,56000,47.6597493766,-2.75714329498,56,4774,Rond Point des 3 Rois,21 Rue de Kerbiquette. 56000 Vannes,VANNES,56260,Aire de covoiturage,-2.769405,47.686177
699,79174,MELLE,79500,46.2309583731,-0.147888712984,79,2505,Parking de la Rue Rouviel,6 Rue Rouviel,MELLE,35174,Aire de covoiturage,-1.18793889504592,48.4884238023017
703,6079,MANDELIEU LA NAPOULE,6210,43.5380510468,6.91808936542,6,155,Parc Relais La Canardiére,Zone Industrielle De La Canardiére. Avenue du Maréchal Lyautey. 06210 Mandelieu-la-Napoule,MANDELIEU LA NAPOULE,06079,Parking relais,6.946097,43.553332
705,81145,LISLE SUR TARN,81310,43.8974980421,1.78200143861,81,6776,Aire de Montans,A68 Echangeur RD 10 Lisle s- Tarn Montans,LISLE SUR TARN,81145,Aire de covoiturage,1.8438,43.8433
722,17140,DOLUS D OLERON,17550,45.9096185439,-1.25750953748,17,945,Aire de covoiturage de Dolus d'Oléron Délidon,Route du Viaduc. 17550 Dolus-d'Oléron,DOLUS D OLERON,17140,Aire de covoiturage,-1.252945,45.901564
729,63047,LA BOURBOULE,63150,45.5796236201,2.7501805247,63,5807,Parking Avenue des Etats-Unis,250 Avenue des états Unis. 63150 La Bourboule,LA BOURBOULE,63047,Parking,2.746343886,45.5903989
736,17299,ROCHEFORT,17300,45.9432344536,-0.972356445692,17,1075,Aire de covoiturage de Rochefort Les Séurs,1B Rue Hubert Pennevert. 17300 Rochefort,ROCHEFORT,17299,Aire de covoiturage,-0.958272,45.959106
737,10289,PLANCY L ABBAYE,10380,48.5851575322,3.98528853809,10,477,Parking D0056,D0056,PLANCY L ABBAYE,10289,Parking,3.9600325,48.5717405
742,81271,ST SULPICE LA POINTE,81370,43.7589885163,1.68659997767,81,6800,Aire de Saint Sulpice,A 68 Echangeur RD 630 St Sulpice Lavaur,ST SULPICE LA POINTE,81271,Aire de covoiturage,1.7115,43.7593
743,32410,SAMATAN,32130,43.4935426323,0.934596447621,32,1928,Parking Place des Halles,parking entre le pont de la Save et de la Sav,SAMATAN,32410,Aire de covoiturage,0.933814246,43.4883589
753,91272,GIF SUR YVETTE,91190,48.6988273634,2.12788365005,91,7424,Parc Relais de Courcelles-Sur-Yvette,Impasse des Genéts,GIF SUR YVETTE,91272,Parking relais,2.09889,48.700057
760,71009,AZE,71550,47.0770713545,4.09241779804,71,4549,Aire de covoiturage de la Roche - Azé,D22,AZE,53014,Parking,-0.67872781,47.81842777
760,71009,AZE,71550,47.0770713545,4.09241779804,71,4550,Aire de covoiturage de Terre Rouge - Azé,Rue de Terre Rouge,AZE,53014,Parking,-0.68460184,47.82971556
760,71009,AZE,71550,47.0770713545,4.09241779804,71,4551,Aire de covoiturage de Terre Rouge - Azé,Rue de Terre Rouge,AZE,53014,Parking,-0.68460184,47.82971556
760,71009,AZE,71550,47.0770713545,4.09241779804,71,4552,Aire de covoiturage de la Roche - Azé,D22,AZE,53014,Parking,-0.67872781,47.81842777
770,64499,SALIES DE BEARN,64270,43.4683239252,-0.917789447505,64,5972,Parking du Jet d'eau (rond point),Intersection RD933 - RD430,SALIES DE BEARN,64499,Parking,-0.912025,43.475921
772,56231,ST NOLFF,56250,47.6984675237,-2.66583210925,56,4764,Aire de covoiturage de Kerboulard,D775. 56250 Saint-Nolff,ST NOLFF,56231,Aire de covoiturage,-2.633671,47.695577
773,29103,LANDERNEAU,29800,48.4507528968,-4.2643453824,29,1710,Aire de covoiturage Jean Monnet,ZA de Prat Pip. 175 rue Jean Monnet. 29800 Saint-Divy,LANDERNEAU,29103,Aire de covoiturage,-4.269187605,48.44449453
780,66008,ARGELES SUR MER,66700,42.5352193463,3.02429862885,66,5992,Aire Multimodale D'Argelés-Sur-Mer,sortie numéro10 de la 2x2 voies. direction Argelés,ARGELES SUR MER,66008,Aire de covoiturage,3.004721,42.563345
780,66008,ARGELES SUR MER,66700,42.5352193463,3.02429862885,66,5994,Aire de covoiturage Christian Bourquin,Sortie n°10 de la 2x2 voies (RD914)  direction Argelès,ARGELES SUR MER,66008,Aire de covoiturage,3.00629718122744,42.56353596223298
784,51454,REIMS,51100,49.2514906066,4.0402302322,51,4510,Parking relais Belges,avenue de Laon,REIMS,51454,Parking relais,4.0170853,49.27571
784,51454,REIMS,51100,49.2514906066,4.0402302322,51,4511,Parking relais Hépital debré,avenue du Général Koenig,REIMS,51454,Parking relais,4.019744,49.225746
784,51454,REIMS,51100,49.2514906066,4.0402302322,51,4512,Parking relais Neufchétel,18 Rue Jean XXIII,REIMS,51454,Parking relais,4.0281645,49.2850685
784,51454,REIMS,51100,49.2514906066,4.0402302322,51,4513,Basilique St Remi,Place Lenoncourt,REIMS,51454,Parking,4.041732,49.2425145
784,51454,REIMS,51100,49.2514906066,4.0402302322,51,4514,Hétel de Police de Reims,rue de Saint-Brice,REIMS,51454,Parking,4.0212598,49.2557953
784,51454,REIMS,51100,49.2514906066,4.0402302322,51,4515,Hétel Mercure Reims Parc des Expositions,2 Rue Gabriel Voisin,REIMS,51454,Parking,4.0691759,49.2360846
784,51454,REIMS,51100,49.2514906066,4.0402302322,51,4516,Parc de Champagne,10 avenue du Général Giraud,REIMS,51454,Parking,4.0548455,49.2406209
784,51454,REIMS,51100,49.2514906066,4.0402302322,51,4517,Parking Anquetil,rue Anquetil,REIMS,51454,Parking,4.023422,49.265732
784,51454,REIMS,51100,49.2514906066,4.0402302322,51,4518,Parking Basilique Saint Remi,place Saint Remi,REIMS,51454,Parking,4.041739,49.242634
784,51454,REIMS,51100,49.2514906066,4.0402302322,51,4519,Parking Bd Wilson,Boulevard Wilson,REIMS,51454,Parking,4.0164351,49.2429252
784,51454,REIMS,51100,49.2514906066,4.0402302322,51,4520,Parking Boulingrin,place Boulingrin,REIMS,51454,Parking,4.0320488,49.26089
784,51454,REIMS,51100,49.2514906066,4.0402302322,51,4521,Parking Campus Université de Reims,rue Pierre Taittinger,REIMS,51454,Parking,4.0006714,49.2379028
784,51454,REIMS,51100,49.2514906066,4.0402302322,51,4522,Parking Centre administratif Gambetta,rue Gambetta,REIMS,51454,Parking,4.040045,49.244942
784,51454,REIMS,51100,49.2514906066,4.0402302322,51,4523,Parking Colasse,rue colasse,REIMS,51454,Parking,4.037661,49.241005
784,51454,REIMS,51100,49.2514906066,4.0402302322,51,4524,Parking de Fermat,place Pierre Fermat,REIMS,51454,Parking,4.019526,49.279568
784,51454,REIMS,51100,49.2514906066,4.0402302322,51,4525,Parking Foch,boulevard Foch,REIMS,51454,Parking,4.028589,49.259769
784,51454,REIMS,51100,49.2514906066,4.0402302322,51,4526,Parking Georges Hébert,rue Raymond Poincaré,REIMS,51454,Parking,4.019191,49.282612
784,51454,REIMS,51100,49.2514906066,4.0402302322,51,4527,Parking Léon Blum,avenue Léon Blum,REIMS,51454,Parking,4.011834,49.226643
784,51454,REIMS,51100,49.2514906066,4.0402302322,51,4528,Parking Léopold Charpentier,rue Léopold Charpentier,REIMS,51454,Parking,4.0190569,49.275911
784,51454,REIMS,51100,49.2514906066,4.0402302322,51,4529,Parking Luton,place Luton,REIMS,51454,Parking,4.025663,49.270454
784,51454,REIMS,51100,49.2514906066,4.0402302322,51,4530,Parking Martin peller,rue martin peller,REIMS,51454,Parking,4.013202,49.246384
784,51454,REIMS,51100,49.2514906066,4.0402302322,51,4531,Parking Nautilud,chaussée Bocquaine,REIMS,51454,Parking,4.027005,49.245029
784,51454,REIMS,51100,49.2514906066,4.0402302322,51,4532,Parking Parc des expositions,rue Gabriel Voisin,REIMS,51454,Parking,4.062593,49.234676
784,51454,REIMS,51100,49.2514906066,4.0402302322,51,4533,Parking Poittevin,rue Hincmar,REIMS,51454,Parking,4.0283592,49.250255
784,51454,REIMS,51100,49.2514906066,4.0402302322,51,4534,Parking Stade delaune,chaussée Bocquaine,REIMS,51454,Parking,4.022933,49.248238
784,51454,REIMS,51100,49.2514906066,4.0402302322,51,4535,Place Aristide Briand,place Aristide Briand,REIMS,51454,Parking,4.039487,49.257332
784,51454,REIMS,51100,49.2514906066,4.0402302322,51,4536,Place Brouette,Place Brouette,REIMS,51454,Parking,4.0467826,49.2605275
784,51454,REIMS,51100,49.2514906066,4.0402302322,51,4537,Magasin Lidl,41 Route de Witry,REIMS,51454,Supermarché,4.0686866,49.2692773
794,17240,MONTENDRE,17130,45.2880726146,-0.387479585943,17,1011,Aire de covoiturage de Montendre Centre Commercial,Boulevard de Saintonge. 17130 Montendre,MONTENDRE,17240,Supermarché,-0.410973,45.290373
795,85109,LES HERBIERS,85500,46.8666125813,-1.02216086186,85,7041,Aire de covoiturage de La Cossonniére,D755B. 85500 Les Herbiers,LES HERBIERS,85109,Aire de covoiturage,-0.9716,46.863
795,85109,LES HERBIERS,85500,46.8666125813,-1.02216086186,85,7042,Aire de covoiturage de La Sabliére,65 Route de Cholet. 85500 Les Herbiers,LES HERBIERS,85109,Aire de covoiturage,-1.0104,46.8826
795,85109,LES HERBIERS,85500,46.8666125813,-1.02216086186,85,7043,Aire de covoiturage des Herbiers,A87 Rue des Herbiers. 85500 Les Herbiers,LES HERBIERS,85109,Aire de covoiturage,-1.046942,46.903735
795,85109,LES HERBIERS,85500,46.8666125813,-1.02216086186,85,7044,Aire de covoiturage de La Cossonniére,D755B. 85500 Les Herbiers,LES HERBIERS,85109,Aire de covoiturage,-0.9716,46.863
795,85109,LES HERBIERS,85500,46.8666125813,-1.02216086186,85,7045,Aire de covoiturage de La Sabliére,65 Route de Cholet. 85500 Les Herbiers,LES HERBIERS,85109,Aire de covoiturage,-1.0104,46.8826
795,85109,LES HERBIERS,85500,46.8666125813,-1.02216086186,85,7046,Aire de covoiturage des Herbiers,A87 Rue des Herbiers. 85500 Les Herbiers,LES HERBIERS,85109,Aire de covoiturage,-1.046942,46.903735
795,85109,LES HERBIERS,85500,46.8666125813,-1.02216086186,85,7047,Parking de covoiturage des Herbiers,A87 Sortie 29 Les Herbiers,LES HERBIERS,85109,Aire de covoiturage,-1.046684,46.904065
799,3118,GANNAT,3800,46.0984192073,3.17790823629,3,82,Aire de covoiturage des Chillins,Les Chillins proximité echangeur A71-A719,GANNAT,03118,Aire de covoiturage,3.13837825,46.10311391
799,3118,GANNAT,3800,46.0984192073,3.17790823629,3,83,Place Saint-James,Place Saint James,GANNAT,03118,Parking,3.19906571,46.09634674
799,3118,GANNAT,3800,46.0984192073,3.17790823629,3,84,Za Les Clos durs,ZA les Clos Durs,GANNAT,03118,Parking,3.2030103,46.11107088
801,22113,LANNION,22300,48.7433496707,-3.46159799691,22,1256,Aire de covoiturage Le Boutil,Giratoire du Boutil RD 767 - RD 786,LANNION,22113,Aire de covoiturage,-3.430629822,48.72429683
802,47210,PORT STE MARIE,47130,44.2605042795,0.374453245526,47,4294,Aire de covoiturage de Port-Sainte-Marie,Sur Le Parking Entre La D813. Le Rond-Point De L'Entrée Du Village Et La Voie Ferrée.,PORT STE MARIE,47210,Aire de covoiturage,0.394924,44.24983
807,1024,ATTIGNAT,1340,46.2861802203,5.1795233845,1,2,Mairie d'Attignat,Place De La Fontaine- Anciens Combattants,ATTIGNAT,01024,Parking,5.158352778,46.28957222
807,1024,ATTIGNAT,1340,46.2861802203,5.1795233845,1,3,Bourg-Nord,Dept. 01 - Autoroute A40 - Diffuseur n°5,ATTIGNAT,01024,Aire de covoiturage,5.168004,46.259779
810,82033,CASTELSARRASIN,82100,44.0490326525,1.12348123121,82,6823,Parking de covoiturage de Castelsarrasin,A62 Sortie 9 Castelsarrasin,CASTELSARRASIN,82033,Aire de covoiturage,1.097194,44.05611
815,34032,BEZIERS,34500,43.3475883319,3.23076754164,34,2090,Aire de covoiturage Rond-Point du Capitaine Alfred Dreyfus,15 Route de Boujan. 34500 Béziers,BEZIERS,34032,Aire de covoiturage,3.224205,43.367095
815,34032,BEZIERS,34500,43.3475883319,3.23076754164,34,2091,Parking de covoiturage de Béziers Ouest,A9 Sortie 36 Béziers Ouest,BEZIERS,34032,Aire de covoiturage,3.216445,43.304576
822,10333,ST ANDRE LES VERGERS,10120,48.2782659904,4.04840305057,10,480,Parking D0041,D0041,ST ANDRE LES VERGERS,10333,Parking,4.051245,48.285055
