codeINSEE,communeINSEE,codePostal,latitude,longitude,departement
40312,TARNOS,40220,43.5367457997,-1.4653189934,40
61214,L AIGLE,61300,48.7561549553,0.611126420423,61
34314,LE TRIADOU,34270,43.7367810666,3.85739515015,34
22050,DINAN,22100,48.4557709953,-2.04816149693,22
17369,ST MARTIN DE RE,17410,46.1990908569,-1.36683779933,17
13046,GREASQUE,13850,43.4262029745,5.54685109195,13
37156,MONTLOUIS SUR LOIRE,37270,47.3824921367,0.841267944196,37
68226,MUNSTER,68140,48.0448514207,7.14149744282,68
17264,NIEUL SUR MER,17137,46.2087181622,-1.16596945116,17
78220,LES ESSARTS LE ROI,78690,48.716019265,1.8952517006,78
22046,LANGOURLA,22330,48.2937312654,-2.52246803693,22
32233,MARCIAC,32230,43.521249291,0.156300856185,32
76108,BOIS GUILLAUME,76230,49.4717615714,1.12022637351,76
29239,ROSCOFF,29680,48.7123362901,-3.989722876,29
40287,SANGUINET,40460,44.4778702748,-1.06434519608,40
93048,MONTREUIL,93100,48.8633175054,2.44816211857,93
64430,ORTHEZ,64300,43.4943173399,-0.779874853399,64
73197,PEISEY NANCROIX,73210,45.5103194255,6.81520574462,73
22377,TREVENEUC,22410,48.6598480306,-2.87375934756,22
06065,LA GAUDE,6610,43.721423765,7.16039926444,6
11319,ROQUEFERE,11380,43.3939652788,2.37477905225,11
50147,COUTANCES,50200,49.0566189539,-1.44345003609,50
13022,CASSIS,13260,43.2230470065,5.55117810991,13
07133,LARNAS,7220,44.4543456079,4.59606913482,7
06089,OPIO,6650,43.6575610719,7.00860864158,6
10033,BAR SUR AUBE,10200,48.2339751025,4.71595700167,10
86066,CHATELLERAULT,86100,46.8156700185,0.552598976936,86
14366,LISIEUX,14100,49.1466628463,0.238274840452,14
57672,THIONVILLE,57100,49.3759716201,6.12928314217,57
29153,NEVEZ,29920,47.8154082656,-3.77625131302,29
54528,TOUL,54200,48.6865463937,5.89508449535,54
74281,THONON LES BAINS,74200,46.3704258049,6.48194336071,74
45155,GIEN,45500,47.71227944,2.66549550204,45
59198,EPPE SAUVAGE,59132,50.1185512931,4.16530475504,59
49194,MAZE,49630,47.4603950447,-0.284298744303,49
56178,PONTIVY,56300,48.0729953877,-2.97046592885,56
29077,GUISSENY,29880,48.6169101259,-4.41110953523,29
19269,TREIGNAC,19260,45.5524776279,1.80105006647,19
85035,BRETIGNOLLES SUR MER,85470,46.6374826705,-1.86324200464,85
47101,FOURQUES SUR GARONNE,47200,44.4554149219,0.154536756798,47
59183,DUNKERQUE,59430,51.0307229078,2.33752414095,59
85067,CHEFFOIS,85390,46.6786935635,-0.782949851125,85
64393,MONEIN,64360,43.2911768338,-0.562421409058,64
63457,VIC LE COMTE,63270,45.6440673683,3.24047430326,63
18176,PARASSY,18220,47.2421364963,2.53814745107,18
77470,TOURNAN EN BRIE,77220,48.739865817,2.77820566994,77
80212,CORBIE,80800,49.9202042489,2.49498506906,80
35120,GEVEZE,35850,48.2133254705,-1.79930703575,35
25325,LANDRESSE,25530,47.2603830516,6.48915118252,25
67313,MUTZIG,67190,48.538054845,7.45530315563,67
83071,LA LONDE LES MAURES,83250,43.1689213414,6.24285151023,83
28214,LA LOUPE,28240,48.473175806,1.02235330632,28
71235,HURIGNY,71870,46.3429969068,4.79636186257,71
44110,NORT SUR ERDRE,44390,47.447122285,-1.51824792558,44
13018,CABANNES,13440,43.8584804516,4.95793402726,13
63430,THIERS,63300,45.8620554106,3.53945258847,63
62736,SAILLY SUR LA LYS,62840,50.6532332701,2.79249849805,62
37083,CORMERY,37320,47.2592432669,0.845873952159,37
51019,AUBERIVE,51600,49.1972757573,4.41096827282,51
31332,MAUVAISIN,31190,43.3594273416,1.53862839097,31
87106,NEXON,87800,45.6749732411,1.18567878559,87
42207,ST CHAMOND,42400,45.4698319517,4.50184989506,42
12162,MOYRAZES,12160,44.3275804769,2.42736716891,12
56001,ALLAIRE,56350,47.6392193445,-2.17681507496,56
42172,PLANFOY,42660,45.3861155626,4.431442219,42
78688,VOISINS LE BRETONNEUX,78960,48.758677648,2.04850691768,78
84138,VALREAS,84600,44.3771588623,4.99354936197,84
60175,CREIL,60100,49.2533487138,2.48472669359,60
89387,SENS,89100,48.1956727015,3.29793332552,89
07115,LABEAUME,7120,44.4680870605,4.31105082566,7
30356,RODILHAN,30230,43.825503937,4.43410669109,30
45257,PRESSIGNY LES PINS,45290,47.8777160651,2.76127674486,45
30295,ST QUENTIN LA POTERIE,30700,44.057337074,4.43872425053,30
85208,ST DENIS LA CHEVASSE,85170,46.8325959261,-1.3830312677,85
18127,LIGNIERES,18160,46.7617210337,2.20479418633,18
91228,EVRY,91000,48.6294831659,2.44008244492,91
25116,CHAMPLIVE,25360,47.2883174221,6.24419443876,25
61001,LORE,61000,48.4318193082,0.0915406916107,61
17104,CHEVANCEAUX,17210,45.2991036157,-0.212745427896,17
40304,SOORTS HOSSEGOR,40150,43.6675688674,-1.41245896656,40
18157,MORTHOMIERS,18570,47.0436630553,2.27235598629,18
18015,AUBIGNY SUR NERE,18700,47.4861718263,2.42121788452,18
87023,LE BUIS,87140,46.0341686702,1.20438019379,87
80443,HORNOY LE BOURG,80640,49.8474299808,1.90289897698,80
56169,PLOUHINEC,56680,47.6929109171,-3.23358959435,56
69212,ST JEAN DES VIGNES,69380,45.8746263893,4.68243695399,69
62627,NOYELLES SOUS BELLONNE,62490,50.3091545259,3.02186108116,62
52170,DOMMARIEN,52190,47.6892296711,5.35283846982,52
15234,TEISSIERES LES BOULIES,15130,44.8209679734,2.53827855316,15
27279,GASNY,27620,49.1020218463,1.59975187173,27
07005,ALBA LA ROMAINE,7400,44.5544439142,4.59597695147,7
57540,PHALSBOURG,57370,48.7666597988,7.26359977418,57
78350,LOUVECIENNES,78430,48.8590188206,2.11364039022,78
54128,CHOLOY MENILLOT,54200,48.6534236231,5.80737190718,54
62194,CALONNE RICOUART,62470,50.4898416084,2.48534476198,62
44214,VAY,44170,47.5453431813,-1.70810408082,44
84042,CUCURON,84160,43.778224355,5.44361580359,84
47001,AGEN,47000,44.2028139104,0.625583928763,47
38442,ST PIERRE DE CHARTREUSE,38380,45.331212571,5.79772583855,38
35066,CHARTRES DE BRETAGNE,35131,48.0451561683,-1.70650297343,35
33200,LE HAILLAN,33185,44.8690837903,-0.684443512134,33
54105,BULLIGNY,54113,48.5723193391,5.84368578538,54
86297,VOUNEUIL SOUS BIARD,86580,46.5792555716,0.270706459664,86
76378,JUMIEGES,76480,49.427073553,0.831659847193,76
83099,PUGET SUR ARGENS,83480,43.4717671252,6.68628195857,83
76255,EU,76260,50.0413268784,1.42861757801,76
69167,RIVOLET,69640,46.0065781442,4.58017136765,69
29047,LE DRENNEC,29860,48.5330700302,-4.38126617487,29
59295,HAZEBROUCK,59190,50.7262967113,2.53864301455,59
70459,ST BARTHELEMY,70270,47.7410393174,6.60409347666,70
79005,AIRVAULT,79600,46.8329725103,-0.135880248296,79
21166,CHENOVE,21300,47.2926136721,5.00488353457,21
36100,LOUROUER ST LAURENT,36400,46.6194091093,2.01790100072,36
28280,NOGENT LE ROTROU,28400,48.3176302432,0.804048016354,28
54222,GERBEVILLER,54830,48.4934294526,6.51089844698,54
43051,LE CHAMBON SUR LIGNON,43400,45.0524632592,4.31966525163,43
33289,MONSEGUR,33580,44.6462089079,0.0892904208174,33
18197,ST AMAND MONTROND,18200,46.726171431,2.52013626979,18
72154,LA FLECHE,72200,47.6893893794,-0.0646954849714,72
56147,NIVILLAC,56130,47.5405533272,-2.24923467173,56
61483,BAGNOLES DE L ORNE NORMANDIE,61140,48.5556585202,-0.419510749596,61
37122,JOUE LES TOURS,37300,47.333556074,0.654546300116,37
83009,BANDOL,83150,43.1473544522,5.74789358398,83
73175,MONTSAPEY,73220,45.5314889919,6.36669427224,73
85113,ILE D'YEU,85350,46.7093514816,-2.34712702345,85
61078,CERISY BELLE ETOILE,61100,48.7831815078,-0.623679681205,61
42168,PELUSSIN,42410,45.4230806352,4.65991656851,42
11206,LIMOUX,11300,43.0499293279,2.23958811407,11
45284,ST JEAN DE BRAYE,45800,47.9178497622,1.97241570235,45
25453,PIERREFONTAINE LES VARANS,25510,47.2194158941,6.5503792835,25
87131,SAILLAT SUR VIENNE,87720,45.8704899446,0.834066842263,87
84086,OPPEDE,84580,43.8313175338,5.16982150363,84
07346,AUBENAS,7220,44.4834547319,4.66986126314,7
04112,MANOSQUE,4100,43.8354040831,5.79106654173,4
44168,ST JOACHIM,44720,47.3721622371,-2.24296601109,44
86137,LOUDUN,86200,47.0098072856,0.0990443124673,86
45068,CHALETTE SUR LOING,45120,48.0188121595,2.73578852299,45
49355,TREMENTINES,49340,47.1227107975,-0.801475622875,49
59139,CAUDRY,59540,50.1187185043,3.4192394153,59
59179,DOUCHY LES MINES,59282,50.2994352925,3.38947295524,59
62215,CARVIN,62220,50.4895185959,2.94858062937,62
94003,ARCUEIL,94110,48.8058803597,2.33351024984,94
02691,ST QUENTIN,2100,49.8472336321,3.27769499462,2
62019,AIX NOULETTE,62160,50.4212424085,2.71263968704,62
04019,BARCELONNETTE,4400,44.3785614205,6.65215089713,4
79270,ST MAIXENT L ECOLE,79400,46.4128319027,-0.210238265156,79
53127,LASSAY LES CHATEAUX,53110,48.4421089808,-0.498821106653,53
44184,ST NAZAIRE,44600,47.2802857028,-2.25379927249,44
04049,CHATEAU ARNOUX ST AUBAN,4160,44.0854706133,5.99239535024,4
22299,ST HELEN,22100,48.4661154661,-1.95919641216,22
90029,CRAVANCHE,90300,47.6518069558,6.82383810256,90
11170,GRUISSAN,11430,43.1040163547,3.08229513652,11
63281,PIONSAT,63330,46.1199954597,2.68534957248,63
27169,CONTEVILLE,27210,49.4174960871,0.391276015721,27
31523,SALIES DU SALAT,31260,43.1013456235,0.962933495319,31
17285,PORT D ENVAUX,17350,45.818051845,-0.672067298755,17
97416,ST PIERRE,97410,-21.3123242427,55.4936155164,974
69260,VERNAISON,69390,45.6493899066,4.80930520738,69
62637,OIGNIES,62590,50.4644483399,2.99306842451,62
56263,SAINTE ANNE D'AURAY,56400,47.7009234212,-2.95341644757,56
85100,GIVRAND,85800,46.6822701061,-1.8787272243,85
10426,VILLE SOUS LA FERTE,10310,48.1358669154,4.77205760299,10
83068,GRIMAUD,83310,43.2820282501,6.53303224114,83
49307,ST MATHURIN SUR LOIRE,49250,47.4219645317,-0.319673646947,49
57439,MANDEREN,57480,49.4535376683,6.44989622561,57
78420,MONTFORT L'AMAURY,78490,48.771347152,1.80894544858,78
41047,LA CHAUSSEE ST VICTOR,41260,47.6111559006,1.35763609326,41
11190,LA REDORTE,11700,43.2477384944,2.64987073042,11
27467,PONT AUDEMER,27500,49.3463869637,0.533874716445,27
35056,LA CHAPELLE AUX FILTZMEENS,35190,48.3817396388,-1.8184050063,35
69288,ST LAURENT DE MURE,69720,45.6834072587,5.06089287169,69
27170,CORMEILLES,27260,49.2517321161,0.384551732765,27
11266,PORT LA NOUVELLE,11210,43.0210644931,3.03976442192,11
83136,LE THORONET,83340,43.458933028,6.28265623456,83
71263,LOUHANS,71500,46.6351883548,5.23839292789,71
97121,POINTE NOIRE,97116,16.227093809,-61.7632677647,971
85092,FONTENAY LE COMTE,85200,46.4563186117,-0.793449510859,85
54323,LONGWY,54400,49.5214021779,5.76638370702,54
43157,LE PUY EN VELAY,43000,45.0276366659,3.89535229067,43
57480,MONTIGNY LES METZ,57950,49.0953199106,6.15452599506,57
12012,ASPRIERES,12700,44.555388853,2.13842661504,12
69072,DARDILLY,69570,45.8120018662,4.74663974001,69
73008,AIX LES BAINS,73100,45.6978541675,5.90388626955,73
44010,BATZ SUR MER,44740,47.2844487793,-2.474374647,44
59033,AULNOYE AYMERIES,59620,50.2058749072,3.83263118494,59
07295,ST SAUVEUR DE MONTAGUT,7190,44.8202271347,4.57255179328,7
42044,LE CHAMBON FEUGEROLLES,42500,45.3886064564,4.33196255695,42
18001,ACHERES,18250,47.2826534372,2.45877786434,18
29098,LAMPAUL PLOUARZEL,29810,48.4502704596,-4.76463637416,29
58041,BRINON SUR BEUVRON,58420,47.2843863072,3.49020583859,58
56094,KERVIGNAC,56700,47.7686555667,-3.2479141613,56
70311,LUXEUIL LES BAINS,70300,47.823919724,6.36363973342,70
81099,GAILLAC,81600,43.9170968776,1.88647213801,81
17168,FOURAS,17450,45.9830753407,-1.07700521801,17
72132,LA FERTE BERNARD,72400,48.1842560568,0.634694806211,72
50502,ST LO,50000,49.1099624249,-1.07755642702,50
29233,QUIMPERLE,29300,47.8561303355,-3.55642894655,29
33352,LA REOLE,33190,44.5860904495,-0.042370404021,33
13095,ST MARC JAUMEGARDE,13100,43.5561849254,5.52206993794,13
22258,QUESSOY,22120,48.4272969207,-2.65707016677,22
84014,BEAUMONT DE PERTUIS,84120,43.7379108971,5.69599127224,84
30325,SUMENE,30440,43.9885776737,3.73217518553,30
50562,ST VAAST LA HOUGUE,50550,49.5993508281,-1.27306891683,50
18038,BRUERE ALLICHAMPS,18200,46.7757107356,2.42892835888,18
72153,JUPILLES,72500,47.7918893529,0.410315352572,72
72090,CONNERRE,72160,48.0507447506,0.467977281249,72
59616,VIEUX CONDE,59690,50.4735638651,3.56606734565,59
86207,LA ROCHE POSAY,86270,46.7754623113,0.80240732874,86
01143,DIVONNE LES BAINS,1220,46.3756333495,6.1158647611,1
69047,CHARNAY,69380,45.891187551,4.66063186811,69
73051,LE BOURGET DU LAC,73370,45.6441486088,5.84622475132,73
63327,ST BONNET PRES RIOM,63200,45.9285193382,3.11628669554,63
33550,VILLENAVE D ORNON,33140,44.773185218,-0.558212256384,33
49120,CHEMILLE EN ANJOU,49092,47.3777256876,-0.609937724094,49
44164,ST HILAIRE DE CHALEONS,44680,47.0958948849,-1.87983637967,44
07064,LE CHEYLARD,7160,44.9076391858,4.42108479359,7
66164,RIVESALTES,66600,42.7785910442,2.87687296538,66
81309,VAOUR,81140,44.070490584,1.80207559018,81
82121,MONTAUBAN,82000,44.0222594578,1.36408636501,82
97413,ST LEU,97424,-21.1665966424,55.3331335776,974
27112,BRETEUIL SUR ITON,27160,48.8525387012,0.899890466074,27
31044,BALMA,31130,43.6115258731,1.50459138348,31
82088,LAGUEPIE,82250,44.163304209,1.95842635186,82
23192,ST ETIENNE DE FURSAC,23290,46.1269796893,1.53252260223,23
62510,LIEVIN,62800,50.4242782538,2.77291885384,62
33529,LA TESTE DE BUCH,33260,44.5561823053,-1.17530826791,33
94044,LIMEIL BREVANNES,94450,48.7450357782,2.48936184357,94
42145,MONTAGNY,42840,46.032936055,4.22546405807,42
33192,GRADIGNAN,33170,44.7709411201,-0.616137682116,33
40296,SEIGNOSSE,40510,43.7021964029,-1.3970873051,40
43224,STE SIGOLENE,43600,45.2470426213,4.22851598334,43
73105,LES ECHELLES,73360,45.4514870099,5.74305650824,73
73296,TIGNES,73320,45.4816828491,6.93635513554,73
21716,VOUGEOT,21640,47.174271631,4.95989664941,21
43041,BRIVES CHARENSAC,43700,45.0463267089,3.92401115104,43
57227,FORBACH,57600,49.1912650369,6.89275798526,57
74134,LES GETS,74260,46.1542288253,6.66014566051,74
71105,CHARNAY LES MACON,71850,46.3041852737,4.78693813476,71
31069,BLAGNAC,31700,43.6421867862,1.37886941086,31
59401,METEREN,59270,50.7479005121,2.67634884839,59
93070,ST OUEN,93400,48.909806575,2.33257042205,93
78124,CARRIERES SUR SEINE,78420,48.9119335064,2.17838235323,78
78358,MAISONS LAFFITTE,78600,48.9523369002,2.15161594901,78
56125,MALGUENAC,56300,48.0690022602,-3.05620760639,56
33389,ST CIERS SUR GIRONDE,33820,45.2980782445,-0.648058188533,33
67281,MARCKOLSHEIM,67390,48.1496222393,7.56101805973,67
82005,AUCAMVILLE,82600,43.7960241357,1.22532777135,82
57447,MARLY,57155,49.0658509672,6.15231485365,57
48092,MARVEJOLS,48100,44.5581181858,3.28780886743,48
33539,VAYRES,33870,44.8910656059,-0.32583268578,33
31433,PORTET SUR GARONNE,31120,43.529395272,1.40251955724,31
44155,ST COLOMBAN,44310,47.0251492396,-1.55906118865,44
79175,MELLERAN,79190,46.1300825848,0.00534971717862,79
91386,MENNECY,91540,48.5586242184,2.43753236038,91
38226,MENS,38710,44.8147716057,5.75218343717,38
66074,EUS,66500,42.657654474,2.44661138862,66
38466,ST VINCENT DE MERCUZE,38660,45.3749280893,5.95880834631,38
86006,ANTIGNY,86310,46.5360016424,0.839149696505,86
12145,MILLAU,12100,44.0976252203,3.11705384129,12
09194,MIREPOIX,9500,43.1093995072,1.86916991814,9
24322,PERIGUEUX,24000,45.1918704873,0.711825549847,24
91223,ETAMPES,91150,48.4211282308,2.13838881712,91
12089,DECAZEVILLE,12300,44.567273002,2.25243853064,12
51312,JUVIGNY,51150,49.0158806281,4.27525107126,51
67437,SAVERNE,67700,48.7402250066,7.34206238199,67
32285,MONTESQUIOU,32320,43.5780506568,0.33230525991,32
35188,MONTFORT SUR MEU,35160,48.1261000349,-1.9630334162,35
46270,ST JEAN DE LAUR,46260,44.4301259055,1.83118318259,46
02528,MORTEFONTAINE,2600,49.3362768244,3.08053479514,2
74191,MORZINE,74110,46.1732135057,6.74252144427,74
56221,ST JACUT LES PINS,56220,47.6776522748,-2.21229939133,56
44212,VALLET,44330,47.1715153308,-1.26146566077,44
44079,LE LANDREAU,44430,47.2077664835,-1.29844309328,44
28348,ST LUBIN DES JONCHERETS,28350,48.7509228383,1.18734034626,28
13080,LE PUY STE REPARADE,13610,43.6518285649,5.43958389565,13
67205,HOERD,67720,48.6905674036,7.78483478217,67
33214,LACANAU,33680,44.983404414,-1.10810794832,33
40167,LUXEY,40430,44.2207948584,-0.515670146445,40
02088,BIEVRES,2860,49.4921822965,3.7137356904,2
71070,BUXY,71390,46.7130408432,4.71342619185,71
41176,PIERREFITTE SUR SAULDRE,41300,47.5270515255,2.12726759593,41
71292,MELLECEY,71640,46.8104311793,4.7565417637,71
38087,CHASSE SUR RHONE,38670,45.5797669773,4.81420294395,38
92012,BOULOGNE BILLANCOURT,92100,48.8365843138,2.23913599058,92
33393,ST DENIS DE PILE,33910,44.9879017706,-0.183958862029,33
88530,XERTIGNY,88220,48.0387121214,6.38237551394,88
45208,MONTARGIS,45200,47.9988427684,2.73588922015,45
36215,SEGRY,36100,46.8846862374,2.09589433359,36
54547,VANDOEUVRE LES NANCY,54500,48.6579999356,6.16531229307,54
21295,GEVREY CHAMBERTIN,21220,47.2200822946,4.98301612333,21
66175,ST GENIS DES FONTAINES,66740,42.5501690702,2.92022187545,66
24396,ST CYPRIEN,24220,44.8825740011,1.02538984639,24
14515,PORT EN BESSIN HUPPAIN,14520,49.3396014282,-0.772708434394,14
11245,MONTGAILLARD,11330,42.9046014463,2.62879585851,11
51287,HAUTVILLERS,51160,49.085558433,3.94419700261,51
43268,TENCE,43200,45.1393761299,4.13104937731,43
24376,ST AULAYE PUYMANGOU,24410,45.1823303924,0.136303399419,24
56241,SAUZON,56360,47.353750697,-3.23035128949,56
35281,ST JACQUES DE LA LANDE,35136,48.0755625884,-1.72405381322,35
05010,ASPRES SUR BUECH,5140,44.5617512104,5.77203298744,5
59512,ROUBAIX,59100,50.6879774811,3.18258434623,59
2A041,BONIFACIO,20169,41.4354987425,9.18514890376,20
77333,NEMOURS,77140,48.2596067909,2.71107993087,77
86177,NEUVILLE DE POITOU,86170,46.6823102624,0.254645073675,86
39235,FRAISANS,39700,47.1244743587,5.75661818843,39
74131,FRANGY,74270,46.0231025542,5.92267414864,74
27375,LOUVIERS,27400,49.2206099164,1.15340030158,27
89202,IRANCY,89290,47.7118538877,3.68956867667,89
17274,PERIGNY,17180,46.1574551352,-1.08886084864,17
69264,VILLEFRANCHE SUR SAONE,69400,45.9874596667,4.73174007305,69
33223,LANGON,33210,44.7425058294,0.160918010334,33
06043,COARAZE,6390,43.8664901786,7.29913349222,6
2B205,PATRIMONIO,20253,42.7066867042,9.3670488048,20
34310,THEZAN LES BEZIERS,34490,43.4132925116,3.15810877475,34
26196,MONTELEGER,26760,44.8558469973,4.92784684928,26
13063,MIRAMAS,13140,43.5842134124,5.01384348574,13
85094,FOUSSAIS PAYRE,85240,46.5230750581,-0.687135962627,85
44093,MAUMUSSON,44540,47.4827042599,-1.11902046549,44
97415,ST PAUL,97460,-21.0445317522,55.3223334298,974
01283,OYONNAX,1100,46.2605435859,5.65344320923,1
60151,CHOISY AU BAC,60750,49.442089833,2.89567270285,60
59410,MONS EN BARUL,59370,50.6432478699,3.1087677878,59
42095,FIRMINY,42700,45.3788146093,4.28879456136,42
79339,VASLES,79340,46.5737648617,-0.0494104571753,79
52269,LANGRES,52200,47.8591544821,5.33880466821,52
05046,EMBRUN,5200,44.5804294908,6.47559298927,5
29151,MORLAIX,29600,48.5996746612,-3.82052019963,29
50499,ST LAURENT DE CUVES,50670,48.7494442333,-1.11520234761,50
26063,BUIS LES BARONNIES,26170,44.276084918,5.27102720538,26
94038,L HAY LES ROSES,94240,48.7763207843,2.33772915609,94
93057,LES PAVILLONS SOUS BOIS,93320,48.9082060253,2.50297448267,93
85089,LA FERRIERE,85280,46.7215872927,-1.33469332327,85
37130,LIGUEIL,37240,47.0423190397,0.817374235768,37
76564,ST AUBIN SUR MER,76740,49.8888204893,0.875914099002,76
33394,ST EMILION,33330,44.8999911844,-0.169955105989,33
67130,ERSTEIN,67150,48.4213687934,7.68523629922,67
38359,ST ANTOINE L ABBAYE,38160,45.1722353559,5.21609050981,38
67348,OBERNAI,67210,48.4593467321,7.48006434701,67
22325,ST QUAY PORTRIEUX,22410,48.6542475006,-2.84382337656,22
69299,COLOMBIER SAUGNIEU,69124,45.7178013267,5.10337456661,69
92020,CHATILLON,92320,48.8034091756,2.28799131883,92
54273,JARNY,54800,49.1495784035,5.88121522823,54
74042,BONNEVILLE,74130,46.0739003968,6.40868532191,74
84019,BOLLENE,84500,44.2882016409,4.75235956257,84
67261,LAUTERBOURG,67630,48.9637116345,8.18637725776,67
44131,PORNIC,44210,47.1223972452,-2.05182334479,44
45277,ST FLORENT,45600,47.6846303969,2.45341866592,20
21710,VITTEAUX,21350,47.3974282764,4.54312292794,21
77059,BUSSY ST MARTIN,77600,48.8462454012,2.67900406868,77
01290,PEROUGES,1800,45.8803945768,5.17955874977,1
85010,AVRILLE,85440,46.4744272125,-1.49524360118,85
85146,MONTAIGU,85600,46.9759800852,-1.31364530268,85
34199,PEZENAS,34120,43.462990168,3.41651652125,34
13071,LES PENNES MIRABEAU,13170,43.4026791235,5.31547094057,13
13082,ROGNES,13840,43.6648781836,5.35218247017,13
37212,STE CATHERINE DE FIERBOIS,37800,47.1566893573,0.676679379745,37
56044,COURNON,56200,47.7490041075,-2.09816065532,56
47217,PUYMIROL,47270,44.1878890197,0.805532157902,47
89309,PONT SUR YONNE,89140,48.2787429774,3.1934739546,89
64138,BORDES,64510,43.2436324189,-0.272861349005,64
86194,NOUAILLE MAUPERTUIS,86000,46.5839207726,0.359947653003,86
74080,LA CLUSAZ,74220,45.9001389505,6.46031714364,74
59491,RAISMES,59590,50.410089317,3.48909318774,59
12094,ENTRAYGUES SUR TRUYERE,12140,44.6544227279,2.57843798744,12
29234,RÉDÉNÉ,29300,47.8554814745,-3.48681564705,29
11081,CAUNES MINERVOIS,11160,43.3327963198,2.51635482478,11
73029,BARBERAZ,73000,45.5520596872,5.93925556329,73
82132,MONTRICOUX,82800,44.1035057733,1.62418942804,82
33545,VERTHEUIL,33180,45.2541334712,-0.845409908523,33
38182,LE GRAND LEMPS,38690,45.3962642718,5.4186427969,38
97101,LES ABYMES,97142,16.2727794035,-61.5017044974,971
12198,RIEUPEYROUX,12240,44.3085754076,2.22948755681,12
34255,ST GELY DU FESC,34980,43.6896523672,3.80969577473,34
47195,NERAC,47600,44.1321004332,0.343358299602,47
66048,CERBERE,66290,42.4439076617,3.14835500726,66
2B050,CALVI,20260,42.5454874755,8.7595487404,20
95268,GARGES LES GONESSE,95140,48.9701231267,2.40534038501,95
63103,CHATEL GUYON,63140,45.9206993185,3.0632143777,63
89446,VEZELAY,89450,47.4524539513,3.71058845441,89
19010,ARGENTAT SUR DORDOGNE,19400,45.1011667634,1.93436308377,19
16230,MONTMOREAU,16190,45.4225777872,0.127349505692,16
80759,TILLOLOY,80700,49.6416492977,2.74418919931,80
12176,ONET LE CHATEAU,12850,44.3825530939,2.56000835023,12
70561,VILLERSEXEL,70110,47.559065822,6.42909523129,70
44002,AIGREFEUILLE SUR MAINE,44140,47.0719256611,-1.41556455507,44
58303,VARENNES VAUZELLES,58640,47.0372879565,3.14354311851,58
62318,ETAPLES,62630,50.5235816785,1.65199985504,62
54043,BAINVILLE SUR MADON,54550,48.5900970896,6.08780771245,54
81060,CARMAUX,81400,44.0566667256,2.16641418483,81
45261,REBRECHIEN,45470,47.9935958151,2.02397089801,45
27285,GIVERNY,27620,49.0819438915,1.53288773518,27
27413,MONTFORT SUR RISLE,27290,49.2945278867,0.670560456278,27
39170,COURLANS,39570,46.6757012909,5.48680231929,39
78586,SARTROUVILLE,78500,48.9396085498,2.17458686513,78
74140,HABERE POCHE,74420,46.2555235551,6.47324374853,74
26215,LA MOTTE CHALANCON,26470,44.4953213004,5.38478825225,26
69143,NEUVILLE SUR SAONE,69250,45.8829276204,4.84373616973,69
74063,CHATEL,74390,46.2490325973,6.81712790779,74
31358,MONTASTRUC LA CONSEILLERE,31380,43.7221234765,1.58906433836,31
02173,CHAUNY,2300,49.619880673,3.21875355041,2
39476,ST AUBIN,39410,47.0326920185,5.33365017851,39
37060,CHARGE,37530,47.431662181,1.04123088283,37
57683,UUCKANGE,57270,49.3058767055,6.14931216735,57
32331,PREIGNAN,32810,43.7210485292,0.636835530591,32
12262,SAUVETERRE DE ROUERGUE,12800,44.2478234048,2.31504773118,12
38086,CHASSELAY,38470,45.2605536513,5.34184461228,38
76322,LE GRAND QUEVILLY,76120,49.4093798045,1.03999262153,76
95026,ASNIERES SUR OISE,95270,49.1407338587,2.3800597257,95
76705,TOURVILLE LA RIVIERE,76410,49.3274627821,1.09185339831,76
67021,BARR,67140,48.4149512356,7.39930438782,67
33355,RIONS,33410,44.6684320932,-0.336471805521,33
81105,GRAULHET,81300,43.7576562195,2.00122512851,81
92036,GENNEVILLIERS,92230,48.9345190548,2.29384987973,92
30270,ST JEAN DU PIN,30140,44.1164232741,4.0327398577,30
14754,VILLERS SUR MER,14640,49.3110756382,0.00599012303306,14
97701,ST BARTHELEMY,97133,nan,nan,971
06121,ST JEAN CAP FERRAT,6230,43.687178893,7.32993632437,6
94067,ST MANDE,94160,48.842440243,2.4192191088,94
71133,LA CLAYETTE,71800,46.2892944317,4.31079967145,71
86214,ST BENOIT,86280,46.5486469496,0.352443691442,86
69199,ST FONS,69190,45.7011050588,4.85046367008,69
63380,ST NECTAIRE,63710,45.5919139674,2.99779544156,63
38468,SALAISE SUR SANNE,38150,45.3442511828,4.80860532784,38
40304,HOSSEGOR,40150,43.6675688674,-1.41245896656,40
74267,SEVRIER,74320,45.8555012829,6.13806338899,74
58086,COSNE COURS SUR LOIRE,58200,47.4029099422,2.94284103771,58
74208,PASSY,74190,45.9545838758,6.74056895873,74
14514,PONT L EVEQUE,14130,49.2805619214,0.187666368193,14
41212,ST GERVAIS LA FORET,41350,47.5607456407,1.36138962511,41
17051,LE BOIS PLAGE EN RÉ,17580,46.1825283655,-1.37625908104,17
33208,JAU DIGNAC ET LOIRAC,33590,45.4149833388,-0.96259528402,33
35177,LA MEZIERE,35520,48.2130666672,-1.75057215298,35
82155,ST ANTONIN NOBLE VAL,82140,44.156093011,1.73640541242,82
26336,SAOU,26400,44.6470256973,5.11072905542,26
16286,ROUILLAC,16170,45.781947293,-0.074390136916,16
69293,SATHONAY VILLAGE,69580,45.8402514448,4.88563860144,69
